Label_Emosi,Teks_Komentar
Disgust,sebelum bicara eh sorry Minggu
Anger,dagor keun hulu na
Disgust,bassssiiiiii..
Anger,Salam olahraga 💪🏻💪🏻
Disgust,ditunggu baju orange nya ya
Disgust,proses hukum
Neutral,ya sudahlah kalau orang sudah minta maaf kan kita manusia biasa kita bukan malaikat ada khilaf dan tidak lupa khilafan
Disgust,alasan saja
Disgust,"baru d,ingat semuah"
Disgust,tidak menerima😡
Disgust,matak na pikir hela ri rek nga bangus teh
Disgust,jangan terima permintaan maaf nya
Disgust,koh di didik tafi Kitu..tong di hampura dulurlah
Neutral,ini AI kah
Disgust,proses hukum tetap berjalan
Disgust,"koar koar ,klarifikasi, selesai."
Disgust,kok masih mulus mukanya?
Disgust,Semoga cepet pakek baju orange yaa....semangat
Anger,podaran titik
Disgust,🤣😂🤣🤣😂
Disgust,pas lg ngmg nya ketawa ketawa.. giliran skrg 😂
Neutral,saya sebagai org Betawi sy maafin 🤭🤭🤭
Neutral,mudah mudahan resbob diterima iman Islamnya dan di ampuni segala dosanya
Disgust,tida ada kata maff
Disgust,"bner kan ujung"" na mah menta hampura 😅😅😅 te bisa ditarima"
Disgust,g bisa !!
Disgust,"emangnya dia ngomong apa sih, ki gua ga tau ya?"
Disgust,gk sesuai
Disgust,Lahhhhb
Sadness,"kita udh terlanjur sakit hati sama resmob, jangan di biarin begitu aja"
Anger,"saya org Sunda yg tinggal di Jawa Timur siap pantau
akn aku cari sampe ketemu"
Disgust,klarifikasi maaf boleh tapi proses hukum harus berjalan bos
Disgust,"minta maaf, karna takut."
Disgust,😁😂😂😂😅😅
Disgust,Ini klarifikasi atau curhat...😄😁
Disgust,"proses hukum harus di tegakkan,tidak cukup dengan mohon ma'af,aing orang Sunda ngarasa nyeri hate."
Sadness,aing orang tasikmalaya nyeri hate aing ku sua resbob
Disgust,punya rasa takut dia
Disgust,ulah di bere visa jawa barat
Disgust,saya orang Kalimantan Timur jangan kakisih ampun
Disgust,makanya jangan sembarangan bicara abang
Disgust,Tetap proses yaaaa
Disgust,"hampura mah hampang
...proses hukum kudu"
Disgust,moal di ampura
Anger,gebugan
Disgust,hukum tetap jalan....negara bukan negara maaf....ini negara hukum
Disgust,ngmngnya sana sama bedug n tungtung sahur.. 🤣😂
Disgust,🤣🤣🤣🤣
Disgust,te hayang aing oge org sunda
Neutral,😁
Disgust,kbykn ngomong hrus d proses
Anger,paehan
Disgust,mukanya masih bersih anjjjjjjjjj
Disgust,🤣🤣🤣🤣🤣🤣
Neutral,🥰
Disgust,heleh nyari aman
Disgust,saya orang Sunda saya tidak terima dengan alasan apa pun kamu bicara saya merasa teer sakiti
Sadness,waduk gda maaf bagimu sudah terlanjur sakit hati
Disgust,eweh hampura
Anger,pernah liat kujang terbang
Disgust,hoream ah
Disgust,"saya jawa, saya ga terima kalau saudara saya (sunda) di hina oleh siapapun, permintaan maaf silahkan tapi hukum harus di tegakkan..."
Disgust,😂😂😂
Disgust,proses hukum hrs berlanjut utk efek jera
Disgust,hehe...takut ya..
Neutral,daya juga mau pk ustadz
Anger,😡😡😡
Neutral,"sebab itu kalau tak perlu nak cakap lebih baik diam aje...pesan nabi pada umat islam.
Banyak cakap banyak dosa...waallahuaklam..terlajak perahu boleh pusing.
.terlajak kata binasa diri."
Anger,Prettt
Disgust,Pasti abis ini dia ketawa juga kok 🤣🤣🤣
Disgust,tetep proses hukum harus berjalan
Disgust,proses hukum tetep berjalan 👍
Disgust,tetap proses hukum
Neutral,tapi ain tida terim bang sebagai orang Sunda.diyina
Anger,🔥
Disgust,Maless amat gua maafin
Disgust,Halah 😏😏
Disgust,penjarakan biar ada epek jera
Anger,podaran Weh yah
Disgust,satu kata...Tangkap !!!
Disgust,moal di hampura anjjjj
Disgust,urang mah teu narima ..ku geus nghina ka suku sunda.. asa kumaha ny..
Disgust,maaf sdh habis bossss
Sadness,"kita udh terlanjur sakit hati sama resmob, jangan di biarin begitu aja"
Disgust,tebisa coy
Disgust,ngk bs cuman minta mf hukum ttp berjln
Anger,awal Ahir papanggih jeng aing
Anger,UJUNG²NYA APA ANJAY !?!
Anger,BLM KETEMU
Disgust,"tiada maaf bagi mu ,"
Disgust,penjarakn
Anger,tulongong balas
Neutral,aing di Jateng aing Sunda Nini aki aing sunda
Neutral,"kang punten tos telat,orang sunda mah tos nyareurieun hate"
Disgust,proses hukum tetap berjalan'
Disgust,tidak ada Mf bagi mu😹
Disgust,"KLO ga d lanju nanti ada lagi, hukum lanjut terus"
Disgust,waduk... ttp hrs proses hukum
Disgust,ulah di maaf keun
Disgust,Tidak cukup klarifikasi
Disgust,bisa2nya
Neutral,musibah banjir di Sumatera
Disgust,pasti itu punya rasa takut mskanya berklarifikasi.
Disgust,Lahhhh... mukanya melas bgt..
Disgust,gak mungkin gak sengaja
Disgust,tolak klarifikasi
Disgust,prosessss !!
Anger,"preet, di proses ..gera.."
Anger,Ketemu langsung salam olahraga
Disgust,"Enak nih skarang udh jdi BINTANG TAMU d wilayah BARAT, trus nginepnya d hotel prodeo wilayah JABAR...ktemu sama para senior lgi"
Disgust,harus di hukum
Disgust,tapi kenyataanya sperti itu
Disgust,sesakeun ceulina sabelah
Disgust,saya jatim proses hukum agar lebih hati hati dalam berbicara terkait sara...
Disgust,kalau buat lu ga di trima
Disgust,tangkap proses
Neutral,saya dri Lampung bnyak jg temen dekat orng sunda
Disgust,"maka nya bang,,,,
banyak hal yg TDK selesai dng amarah,,,JD hati2"
Neutral,jgn mau di maaf kan mudah banget minta maaf
Anger,NGOMONGNYA LG MABOK😂😂😂
Disgust,"hukum tetap berjalan,"
Anger,"lanjut keranah hukum, ngak ada kata damai"
Disgust,jaga ucapan mu lur
Anger,"talian di tangkal cau, gebugan hiji-hiji"
Disgust,ehhhh kaduhung ya...
Disgust,"di hampura bakal, tapi kahareup na kudu aya proses hukum berlanjut, SETUJU!!"
Disgust,proses secara hukum
Disgust,proses hukum harus berjalan saya orang Sunda yg tinggal di Sulawesi.
Disgust,buang yang keruh ambil yang jernih pesan ku jgn lupa solat salam dari Sabah..
Neutral,😅
Anger,siksaaaa
Disgust,orang mana itu nya
Disgust,lagian siii luuu
Anger,cari dulu dia
Neutral,di maafkan bang yaa
Disgust,😂😂😂
Disgust,"tindak dengan hukum yg tegas karna yg seperti ini selalu terulang, begitu mudah menghina dan dengan mudah lagi minta maaf ."
Disgust,Cuh
Disgust,"ges kitu kakara minta maaf ,"
Disgust,dia dia mulu yg bikin ulah
Disgust,ah waduk
Disgust,"Saya tidak tau apa” ,, tiba” saya sudah diatas meja : FIRDAUS🗿"
Disgust,hukum bro berjalan
Disgust,tetap proses hukum lanjut....titik aku orang sunda ..totokkk love sunda
Disgust,ky sklh sd az..
Disgust,"mantage mun ngomong pikir hela ulah asal jeplak bang ati,, nya."
Disgust,kok klarifikasi 🤣😂..
Disgust,hukum adat
Disgust,hukum hrus ditegakkan.tetap hrus proses.
Neutral,ucapan anda sangat menyakitkan 😁
Disgust,wadull nasi udah jadi bubur
Disgust,kunaon atuh Ari maneh lieur boa
Sadness,waduh malah ceramah dia😭
Disgust,😁 kawal terus sampai proses hukum bos
Disgust,Ari amang cageur ??
Disgust,hukum tetap berlaku
Neutral,[ステッカー]
Anger,"1kt,
lanjut"
Anger,SAYA BUKAN ORG SUNDA DAN SAYA MEMAAFKAN RESBOB
Anger,hayang gelut heula aingah
Anger,ke'he'd
Disgust,kalo cuma berakhir di kata maaf . tuman . g akn ada evek jera dan akn ada yg mengulangi lagi. ini tugas yg berwajib . harus tegas
Disgust,sesuai hukum aja berlaku
Disgust,tak ada maaf
Neutral,sia nyungur na padu wae
Anger,di ciduhan ge palid nu kie mah
Disgust,tidak ada maaf bagi mu.
Disgust,Takut ya?
Disgust,proses hukum tep berjalan
Disgust,"Intinya kalau tidak di peringatkan berarti tidak merasa menghina suku Sunda,,,Semoga Proses hukum tetap di jalankan"
Disgust,segampang itu minta maaf
Anger,KITA BUKAN SAUDARA
Neutral,daya juga mau pk ustadz
Disgust,"zaman skolah aja klo salah ucap, kena pushUp atw hormat bendera..."
Disgust,lowbat 😂
Disgust,dia baca skrip yg telah di sediakan
Disgust,"cakap mu bang hati² ,"
Disgust,hukum tetap berjalan.rasisme.penjara jangan sampe lepas
Neutral,😅
Disgust,proses baru beres
Disgust,tetap harus di proses secara hukum
Neutral,🥰
Disgust,manusia tempata salah dan khilaf ..klo udah minta maaf berarti udah penya itikad baik..hanya iblis yg. ga bisa memaaf kan orang yg salah
Disgust,ladalah lek tenan to mintk maaf
Disgust,ada pepatah jaga mulut dan sikap jangan nantinya akan bnyk meminta maap sama orang.
Anger,𝚙𝚛𝚎𝚎𝚎𝚝𝚝𝚝𝚝𝚝
Disgust,"alaah... alesan , kamari ngomongna rangu.."
Disgust,"TETAP PROSES,.10 TAHUN"
Disgust,"porenges kitu mang ah, tidak ada kata maaf titik"
Disgust,ko mukanya msih mulus 😂
Neutral,la gitu mas baru hati ku lega
Disgust,"Saha nu mere maaf.... urang mah da moal....
sunda kalimantan yeuh..."
Anger,hukum tetap di jalankan anying
Disgust,salam lo aku jwb tp minta maalo g kita terima
Disgust,kemaren koar2
Disgust,"maaf abang aku Terima, tapi hukum terus berlanjut,"
Disgust,geus ulah ngomong bae ontohod
Disgust,hukum
Disgust,klau GK d proses suda GK ad artinya tetep d proses org ini
Disgust,"lain kali hati2 bang kalau ngomong apalagi di medsos,kalau gini kan jadi banyak yg tersakiti"
Disgust,moal ku aing di masfkeun
Disgust,enteng banget dikit2 minta maaf
Disgust,up tidak menerima maaf
Disgust,ulah di hampura
Disgust,"jangan maafkan kfn itu sengaja bkn mabuk ,,"
Anger,salam olahraga dari orang Sunda untuk resbob
Disgust,dabisagitu harus proses hukum semua suku Sunda pasti fa terima yg utama saya pribadi fa terima.
Anger,e'e Lo ahh
Disgust,😅😅😅😅takut juga dia
Disgust,kita lahir kedunia ini kepala dulu hingga kaki bg jd berfikirlah dahulu sebelum bertingkah & apakah dampakxa yg akan terjadi bs mengganggu orang lain 👌
Neutral,man Jadda wa Jada siapa yang menanam pasti panen 👍
Disgust,"In Syaa Allah dimaafin bang, tp proses hukumnya hrs trus berlanjut.
jgn normalisasikan berbuat kesalahan abis itu tinggal minta maaf"
Disgust,proses aja....biar tidak terjadi lagi
Disgust,enak aja minta maap
Anger,enak aja main klarifikasi...!!!!🤔🤔🤔
Disgust,saya orang Betawi . secara permintaan maaf saja tidak cukup harus di pertanggung jawabkan dan harus di proses lanjut secara hukum#tolak rasis
Disgust,peroses hukum saya orang Sunda nih
Disgust,"nyakola ceuk aing ge....
lameh cerdas adab jeung etika na"
Disgust,"tegakan hukum, aing orang sunda berlutut hela karak di maafken"
Anger,😡😡😡😡😡
Disgust,maka nya abng hati2 mun nyarios th
Disgust,proses jangan kasih lepas
Anger,ciduhan
Disgust,makanya klo ngomong d sariing
Disgust,enak ya minta maaf trus sudah
Disgust,😂😂😂
Disgust,😛😛😛😛😝😝😝😝😝
Disgust,Tiada maaf bagimu sebelum di ucap peker dulu
Disgust,ujung-ujungnya
Disgust,maksud lu AP ngomong bgtu
Disgust,teu rame ah??
Anger,Bagong
Neutral,aamiin allahuma aamiin
Neutral,oh
Neutral,APAPUN PERKATAAN MU RESBOB KAMI MAHKLUK TUHAN YG TIDAK SEMPURNA TIDAK LUPUT DARI KESALAHAN JUGA HANYA ALLAH SWT YG TAU. SEMOGA KITA SALING MEMAAFKAN
Disgust,wess angel2
Disgust,udah ketebak pasti begini....harus ada efek jera agar tak berulang dan jadi pelajaran bagi kita semua....maaf boleh tapi hukum harus berjalan.
Neutral,Aamiin....
Disgust,aku tidak terima mulutmu harimawmu
Anger,"BETULKAN ..SAYA SUDAH KATAKAN
BUAT SALAH DULU
MAAFNYA...KEMUDIANNYA
MAAF..TERPAKSA..
KERANA TAKUT..DI HANTAM"
Disgust,😂😂😂
Anger,taii
Disgust,Wadul wadul
Disgust,kami tidak terima sebagai orang sunda
Anger,Aing t narima Bung orang Sunda di Blang ajing Buung
Disgust,masya allah bang...
Disgust,"ada kata pepatah mengucapkan ""mulutmu harimau mu"""
Disgust,"kog segampang itu apa"" terus minta mf hemm"
Disgust,tangkap
Anger,Pret ah😂
Anger,Ciduhan barudak😂
Disgust,kq jebos ijasah opo hubung ane Komeng wong iki
Disgust,ngaranan doang terus klarifikasi masa kasus na ditutup 🤭
Disgust,sejak kapan kpn sodara😂😂
Anger,orang cari ini
Disgust,tetep proses..
Disgust,itu dia lihat contekan lihat matanya lihat arah lain
Disgust,gandeng ah 🙄
Disgust,preeettt lah..
Disgust,"Aing Asli Geutih Sunda teunarima . Hampura tisia, Proses Hukum tetap lanjut"
Anger,"hah,,, kecelakaan 😄😄😄 ketidaksengajaan🤜"
Disgust,sudi blog.. ah
Disgust,ko jd lemes
Disgust,😂
Disgust,lanjutkan proses hukum saya Sunda Palabuhanratu sukabumi
Anger,bagong siya
Disgust,🤣🤣🤣🤣
Disgust,Hukum tetap berjalan
Disgust,mantapp....mulutmu harimau mu...
Disgust,mabok gelek
Disgust,ilmu lebih tinggi dari pada adab bro
Anger,terlat!!!!!!!anjir
Disgust,lanjutkan proses hukum
Anger,😡😡😡😡
Anger,pret usut sesuai hukum urang Sunda Tah
Disgust,Belum lebaran udah permohonan maaf
Disgust,hukum terus berjalan. klarifikasi nya hanya utk memohon spy tdk masuk kejalur hukum
Anger,preeettttt
Disgust,"sekarang jamanya ber ulah berlisan seenaknya dan masalah selesai setelah klarifikasi, apaiya 1 sunda ga ada orang yg melaporkan secara hukum"
Neutral,padahahal dia diem di sunda
Disgust,Basi
Neutral,😜😜😜
Disgust,atut ya..proses dulu dong
Disgust,tewak bere pelajaran hla lur
Disgust,kok lemes sekarang
Disgust,hahahaaaaaah.kocak dia lur
Disgust,ari secara pribadi mah nga hampura tapi kade ulah di ulang dei jaga lidah
Anger,Prettt
Disgust,"pengalihan isu ini,...."
Disgust,"jangan di maaf kn,gak mungkin, itu emang di sengaja,maaf boleh, tapi proses tetep berjalan"
Disgust,"tetap dimaafkan tapi hukum tetap berjalan,makanya jaga lizan"
Disgust,"kok beda banget sama yg kmarin pas lg nyetir itu,"
Disgust,leuheung mun kasep maneh teh 😜😜😜
Neutral,nih klo sampe hukuman nya ringan kebangetan bgt
Disgust,laporin KDM
Disgust,biar viral tujuannya trs cuan nya mrngalir dari tiktok
Disgust,Maaf harus dong tapi hukuman tetap berjalan
Neutral,preeeeeet
Disgust,tidak terima klarifikasi nya
Neutral,🥰
Disgust,terus kenapa mi...😂
Anger,"gx ada kata maaf proses hukum,,panik dia minimal kasih salam olahraga dulu"
Anger,"BUKAN MENYINGGUNG , TAPI MENGHINAAA, ANDA HARUS BISA MEMBEDAKAN MENYINGGUNG DAN MENGHINAA"
Disgust,semangat menempuh hidup baru didunia lain💪💪💪💪
Disgust,saya dari malang GK terima ucapanmu
Neutral,😁
Disgust,cuh
Anger,prettttttttttt
Disgust,tiada maaf bagi mu
Disgust,congorrrrrrrr yaaaaa
Disgust,gak bakal gw maafin
Disgust,"Jgn bang, knp minta maff, mending abang kn punya suku juga,panggil saja semua,.ehh jgn lah malah nanti abang yg malah yg kena juga"
Disgust,teu hayang 😁
Disgust,"lgi sn ngapain hina"" suku Sunda, orang Sunda aja ga menghina suku mana pun."
Disgust,🤣
Disgust,tidak ada maaf bagimu
Anger,😠😠😠😠😠😠😠
Disgust,"basiiii kata maafmuu
apakah sebuah luka akan sembuh dgn kata MAAF .."
Disgust,liat di buku mimpi
Disgust,"masukkan
jgn d maafkan biar GK kebiasaan."
Disgust,orang pintar TDK akan menjelekan sukuu
Disgust,"sabodo teuing...
da letah mh leuwih seukeut tibatan bedog... ucapan th leuwih nyeri kana hate na oge, hese leungit na..."
Disgust,Semudah itu kah!!
Disgust,jangan suka ngeledek suku sunda
Disgust,trus apah maksud nya kmu syah orang sunda
Anger,Kecelakaan Murni Apa cukkkkkkkk
Disgust,kalo mau tenar bukan begitu caraNya
Anger,"utk apa klarifikasi, tangan menjinjing bahu memikul"
Disgust,masa mustahil kok tetep dikatakan huuuuuuh
Disgust,ttp harus d ksih slm olahraga dulu
Disgust,🤣
Disgust,klo maaf terus selesai..banyak yg ngikutin.apalagi dia aktif di sosmed.harus ada efek jera..biar ga ditiru masyarakat
Disgust,😅benget gede wadul
Disgust,"maboook mang,,, teu inget"
Disgust,urusan maaf gampang tapi gw blm bisa memaafkan lho
Disgust,proses hukum hrus lanjut trusss
Neutral,.masih detik semua
Anger,resbob ngomong fakta👏
Neutral,"getih aing,urat aing,daging jng tulang aing asli sunda,wani ngageuing kn orng sunda berarti gs ngahudang kn pajajaran,siliwangi ngahiji bangkit"
Anger,SAYA MEWAKILI ORANG SUNDA MEMAAFKAN RESBOB
Disgust,rujit ihh
Disgust,hahaha gayamuuuuuuuuuuuuu wingiiii
Disgust,pokok na aing te tarima tetep adili
Neutral,I'm an sundanise also...I respectfully all ethics..
Disgust,makanya bicara pikir dulu lisan lebih tajam
Disgust,di proses hukum buat pelajaran
Disgust,tenarima aing mah asli suku Sunda aing di hina mah
Disgust,teu narima aing mah aslina teu narima
Anger,😠😠😠
Disgust,sia lain dulur urang
Sadness,teu parcaya cek maneh geus loba nu nyeri hate jang...
Disgust,kok gak seperti pas pada awal ucapan d streaming..... sudah ketebak endingnya...
Disgust,Hukum berlanjut
Disgust,liat aj bng vidio y biarr percaya...
Disgust,tebisa tebisa proses
Anger,"1kt,
lanjut"
Neutral,ngmngnya sana sama bedug n tungtung sahur.. 🤣😂
Neutral,🥰🥰🥰
Disgust,"secara manusia.mngkin bnyk yg mema.af kn .tapi secara hukum telah bawa "" ras harus di tegakan secara .aturan"
Disgust,atuuut ya😂
Anger,diciduhan ge palid meren
Disgust,knp harus begitu....ngucap2 ras dan mengatakan yng ga pantas di ucap kan . sekarang mau bilang apa LG mereka sudah marah... pandai 3 lah mencari solusi yng terbaik
Disgust,ehh mukanya lucu yah😂😂
Sadness,"ni kalo di maafin oke
tapi kalo di biarin orang ini, gue sedih sama negara indonesia ini"
Neutral,Nurus Tunjung Jeung patutna
Disgust,tampil Kya ga ada nyeselnya
Disgust,"Tiada maaf bagimu,"
Disgust,waduuukk lah
Anger,preeettt
Disgust,pdhl SDH kejadian ber xx knapa TDK di jadikan pembelajaran bg.
Disgust,makanya KLO ngomong jangan sembarangan
Disgust,berani ngomong harus berani tanggung jawab
Sadness,itu sangat menyakitkan kan buat kami orang sunda
Disgust,pokokna ulah beja2 . langsung w mun Panggih teh .
Disgust,teu hayang teuing ngahampura
Neutral,"🤣🤣🤣🤣🤣mkan nya bang jgan macem"" sma orang Sunda"
Neutral,😁😁😁😁😁😁😁😁😁😃😃😃😃😃😄😁😄😄😄😃😃😁😁😁😄😆😆😄😃😃😃😃😁😁😁😁
Disgust,tetep gk ada ampun buat km
Anger,gua suku sunda bos lawan gua aja
Anger,ptetttt
Disgust,😂😂😂
Disgust,tidak semudah itu bos
Disgust,moal d maaf kan ku aing mh
Disgust,kakek sama adek sama aja
Disgust,muka nya mirip eko patrio🤭🤭
Disgust,"APAPUN ITU HARUS LEWAT JALUR HUKUM, GADA KATA KLARIFIKASI"
Disgust,dasar baby😁😁😁😁
Disgust,"Dimaafkan, tp tetap proses hukum bro"
Neutral,ini ada orang nya
Anger,paehan Bae Amun ketemu mah ulah bere ampun
Sadness,sya juga Sunda banteng lihat kata kata nya dia jdi gimna ya
Disgust,PANIK PANIK 😂
Disgust,itu bukan sadar melainkan takut🤣🤭
Disgust,enak ya minta maaf aja cukup
Neutral,kd kancang jua barang
Disgust,ikung ujungnya Mita maap biasa
Disgust,Jgn di maafin
Disgust,tangkap tangkap...penjarakan
Neutral,❤
Disgust,😂
Anger,padahal Jawa b aja dikatain hama
Disgust,huahhahaa ..ending nya malehoy
Disgust,minta maaf ya boleh aja tapi hukum harus tetap jalan biar bicara tidak sembarangan
Disgust,jgn TDK ada kata maaf
Disgust,cari selamet..pandai bersilat lidah...!!😁
Disgust,enak Bae minta map salam dari wong kulon
Disgust,hahaha gayamuuuuuuuuuuuuu wingiiii
Disgust,gk mau ma.afin
Anger,takol huluna
Disgust,proses hukum tetap berlanjut
Disgust,teu hayaaaang....
Disgust,Baru nyadar Lohhh
Anger,naj1s
Disgust,tidak terima sakit hati aing. tetap proses hukum
Disgust,kata syeikh nawawi albantani Yang orang sunda janganlah kalian menghina suatu suku karena kita tidak lebih baik dari orang lain
Sadness,berkata maaf memang gampang tetapi belum tentu bisa menyembuhkan sakit hati melukai hati sesama🙏
Disgust,"PROSES JUGA SESUAI HUKUM YG MEMBAKAR SEPEDA MOTOR DAN WARUNG2 DISEKITAR SITU, HUKUM TETAP BERJALAN"
Disgust,tipu
Disgust,MAAF? maaf tidak cukup bagi kami org sunda
Disgust,"jangan di maafkan, kalo di maafkan pasti buat lagi"
Disgust,😂
Neutral,menta huntu hiji we karek di hampura
Anger,sate dak
Disgust,moal di hampuraa ah ges tanggung
Disgust,tetap aja loe hukum tetap berjalan
Disgust,dah biasa aja bg
Disgust,proses masih berlanjut
Anger,tamping tumang
Disgust,Uda bikin heboh dan klarifikasi sudah beres🤣🤣🤣🤣🤣
Disgust,kemaren koar2
Disgust,hukum abdi urang Sunda ..teu Sudi terim klarifikasi di.teyep hukum ..
Neutral,"hati"""
Disgust,ujung nya minta maaf 😂
Disgust,😂😂😂
Neutral,ora sudi
Disgust,"naha ari siaaaa....
ngeunahnya menta maaf...
ttep proses hukum..."
Neutral,waalaikumssalam
Neutral,lidah tidak bertulang
Disgust,wadukk ahh
Disgust,hmmm
Disgust,"masak cuma klarifikasi minta maaf,g d tindak secara hukum"
Disgust,percuma mau ngoceh2 ini itu tangkap cepet
Disgust,Yu kita kawal sampe di proses hukum gak cukup klaripikasi bro negara kita negara hukum
Disgust,PROSES HUKUM TETAP JALAN
Disgust,masa gak sadar kau mengutarakan kata kata
Disgust,nah lo aku bilang jgn asal ngmg mas
Disgust,"Proses hukum harus tetap berjalan ... biar ada efek jera, tdk cukup dgn ucapan permohonan maaf dan dgn materai saja 😏 😬..."
Disgust,"Hampura wae ah kade tah omongan teh jaga kang abi sunda yeuh teu narima,"
Anger,sered heula keliling bandung karek di hampura keun🔥🔥
Disgust,makanya kalo ngucap itu dipikirkan dulu.
Disgust,"dimaafin tapi syaratnya minta maaf per individu orang sunda di Indonesia, minimal se Jawa Barat, didalami tuh setiap orang"
Disgust,cekal yutub ya gak blh tayang lagi
Neutral,pertama min
Disgust,"Buaya vs Cicak
ngomong di dalam mobil 🐊
ngomong klarifikasi
🦎
😂"
Sadness,"innalilahi wa innailaihi roziun,semoga almarhum Resmob Husnul khatimah."
Disgust,🤣🤣🤣
Anger,monyat
Disgust,genjutsu
Anger,baru nyadar anjir
